### 2016-07-14 14:11:02.554859852 +0200 CEST Data Acquisition: aaaa 

### [Ard], localTime(us), sincroTime(us), sensorTime(us), distance(mm), accX(g), accY(g), accZ(g), gyrX(gr/s), gyrY(gr/s), gyrZ(gr/s) 

[D], 57089,
[Ard], 74076773, 0, 1634478324, 225, -0.981445, 0.050293, -0.035889, 1.366412, 1.435115, 0.229008
[Ard], 74084575, 0, 1634517844, 226, -0.975586, 0.048828, -0.040039, 1.366412, 1.541985, -0.038168
[Ard], 74097080, 0, 1634557364, 225, -0.978027, 0.047119, -0.037354, 1.374046, 1.404580, 0.122137
[Ard], 74108115, 0, 1634596892, 226, -0.978271, 0.046875, -0.023682, 1.129771, 1.748092, 0.160305
[Ard], 74118403, 0, 1634636404, 226, -0.986328, 0.046143, -0.035400, 1.282443, 1.511450, 0.061069
[Ard], 74125482, 0, 1634675924, 226, -0.982178, 0.048584, -0.034424, 1.152672, 1.534351, 0.183206
[Ard], 74134090, 0, 1634715444, 226, -0.981934, 0.044922, -0.032471, 1.427481, 1.496183, 0.091603
[Ard], 74142840, 0, 1634754964, 225, -0.983887, 0.051025, -0.032959, 1.427481, 1.740458, 0.167939
[Ard], 74158490, 0, 1634794484, 226, -0.983398, 0.046631, -0.038818, 1.473282, 1.564885, 0.328244
[Ard], 74166623, 0, 1634834004, 226, -0.982178, 0.045898, -0.034668, 1.274809, 1.625954, 0.244275
[Ard], 74172087, 0, 1634873524, 226, -0.982910, 0.052002, -0.035156, 1.297710, 1.519084, 0.122137
[Ard], 74177918, 0, 1634913044, 226, -0.987793, 0.049805, -0.025879, 1.312977, 1.671756, 0.358779
[Ard], 74186479, 0, 1634952564, 225, -0.983154, 0.043701, -0.023682, 1.160305, 1.648855, 0.244275
[Ard], 74195846, 0, 1634992084, 226, -0.987793, 0.043701, -0.037354, 1.396947, 1.641221, 0.190840
[Ard], 74204801, 0, 1635031604, 226, -0.979980, 0.049805, -0.031494, 1.396947, 1.480916, 0.198473
[Ard], 74210682, 0, 1635071124, 226, -0.983643, 0.048828, -0.037842, 1.129771, 1.694656, 0.160305
[Ard], 74221257, 0, 1635110644, 226, -0.983643, 0.051025, -0.034668, 1.358779, 1.702290, 0.145038
[Ard], 74230087, 0, 1635150164, 225, -0.987549, 0.051758, -0.033203, 1.328244, 1.671756, 0.305344
[Ard], 74245742, 0, 1635189684, 226, -0.978027, 0.046143, -0.033936, 1.496183, 1.412214, 0.267176
[Ard], 74256656, 0, 1635229204, 226, -0.986572, 0.048828, -0.031738, 1.351145, 1.549618, 0.068702
[Ard], 74263819, 0, 1635268724, 226, -0.982910, 0.052246, -0.035156, 1.351145, 1.541985, 0.251908
[Ard], 74275858, 0, 1635308244, 226, -0.985352, 0.052490, -0.036621, 1.633588, 1.473282, 0.068702
[Ard], 74288564, 0, 1635347764, 225, -0.985840, 0.049316, -0.033936, 1.320611, 1.633588, 0.312977
[Ard], 74298059, 0, 1635387284, 226, -0.981201, 0.046143, -0.031494, 1.526718, 1.595420, 0.282443
[Ard], 74309923, 0, 1635426804, 225, -0.978271, 0.052490, -0.036621, 1.305344, 1.557252, 0.282443
[Ard], 74322688, 0, 1635466324, 226, -0.981689, 0.047119, -0.031494, 1.473282, 1.687023, 0.190840
[Ard], 74337690, 0, 1635505844, 226, -0.987305, 0.047119, -0.027344, 1.343511, 1.511450, 0.267176
[Ard], 74342923, 0, 1635545364, 225, -0.979736, 0.050049, -0.028076, 1.404580, 1.572519, 0.114504
[Ard], 74351208, 0, 1635584884, 226, -0.985107, 0.050781, -0.032471, 1.396947, 1.519084, 0.221374
[Ard], 74356119, 0, 1635624404, 225, -0.983643, 0.051025, -0.027588, 1.335878, 1.419847, 0.335878
[Ard], 74365266, 0, 1635663924, 226, -0.982422, 0.054688, -0.024414, 1.526718, 1.664122, 0.274809
[Ard], 74376850, 0, 1635703444, 226, -0.987061, 0.044434, -0.034668, 1.297710, 1.450382, 0.198473
[Ard], 74387975, 0, 1635742964, 225, -0.986328, 0.047363, -0.034912, 1.229008, 1.480916, 0.183206
[Ard], 74394621, 0, 1635782484, 226, -0.981689, 0.050049, -0.034668, 1.366412, 1.625954, 0.343511
[Ard], 74404453, 0, 1635822004, 225, -0.980957, 0.045166, -0.041016, 1.503817, 1.541985, 0.160305
[Ard], 74414879, 0, 1635861532, 226, -0.982422, 0.052246, -0.034424, 1.335878, 1.557252, 0.305344
[Ard], 74422991, 0, 1635901044, 226, -0.975342, 0.050293, -0.034668, 1.351145, 1.557252, 0.282443
[Ard], 74432776, 0, 1635940564, 226, -0.987305, 0.052002, -0.023682, 1.267176, 1.435115, 0.145038
[Ard], 74440129, 0, 1635980084, 226, -0.982910, 0.047607, -0.032959, 1.427481, 1.618321, 0.122137
[Ard], 74448832, 0, 1636019604, 225, -0.980713, 0.054932, -0.029541, 1.587786, 1.603053, 0.274809
[Ard], 74456251, 0, 1636059124, 226, -0.983398, 0.043701, -0.033936, 1.328244, 1.625954, 0.183206
[Ard], 74469000, 0, 1636098644, 226, -0.981934, 0.048828, -0.030762, 1.267176, 1.473282, 0.175573
[Ard], 74477648, 0, 1636138164, 226, -0.983154, 0.052246, -0.033936, 1.366412, 1.503817, 0.328244
[Ard], 74488041, 0, 1636177684, 226, -0.984375, 0.043457, -0.027588, 1.427481, 1.595420, 0.175573
[Ard], 74502811, 0, 1636217204, 225, -0.984619, 0.050049, -0.040283, 1.458015, 1.641221, 0.244275
[Ard], 74511526, 0, 1636256724, 226, -0.977295, 0.046143, -0.028564, 1.244275, 1.473282, 0.190840
[Ard], 74522563, 0, 1636296244, 226, -0.983154, 0.053955, -0.031494, 1.458015, 1.465649, 0.015267
[Ard], 74532486, 0, 1636335764, 226, -0.987793, 0.043457, -0.026611, 1.534351, 1.687023, 0.229008
[Ard], 74548978, 0, 1636375284, 226, -0.976562, 0.049561, -0.029541, 1.465649, 1.450382, 0.229008
[Ard], 74570447, 0, 1636414804, 225, -0.977783, 0.055176, -0.028564, 1.259542, 1.549618, 0.190840
[Ard], 74577851, 0, 1636454324, 226, -0.982666, 0.047363, -0.033203, 1.465649, 1.564885, 0.167939
[Ard], 74584817, 0, 1636493844, 226, -0.979492, 0.050781, -0.031494, 1.358779, 1.488550, 0.320611
[Ard], 74589291, 0, 1636533364, 226, -0.980713, 0.047363, -0.034668, 1.328244, 1.519084, 0.114504
[Ard], 74598256, 0, 1636572884, 226, -0.986572, 0.046631, -0.032715, 1.480916, 1.595420, 0.312977
[Ard], 74612002, 0, 1636612404, 225, -0.978760, 0.046631, -0.039551, 1.244275, 1.549618, 0.251908
[Ard], 74625133, 0, 1636651924, 226, -0.985107, 0.053711, -0.034912, 1.290076, 1.541985, 0.366412
[Ard], 74635250, 0, 1636691444, 225, -0.984131, 0.052002, -0.044434, 1.335878, 1.618321, 0.114504
[Ard], 74642824, 0, 1636730964, 226, -0.983398, 0.050537, -0.039551, 1.366412, 1.389313, 0.198473
[Ard], 74648171, 0, 1636770484, 226, -0.980713, 0.052734, -0.031006, 1.389313, 1.618321, -0.068702
[Ard], 74659014, 0, 1636810004, 225, -0.980957, 0.048828, -0.029541, 1.480916, 1.519084, 0.251908
[Ard], 74669942, 0, 1636849524, 226, -0.985352, 0.048828, -0.021973, 1.541985, 1.526718, 0.083969
[Ard], 74676193, 0, 1636889044, 225, -0.982666, 0.054932, -0.026855, 1.290076, 1.496183, 0.061069
[Ard], 74686164, 0, 1636928564, 226, -0.986816, 0.053711, -0.032471, 1.358779, 1.526718, 0.206107
[Ard], 74694330, 0, 1636968084, 226, -0.981445, 0.048584, -0.035645, 1.305344, 1.519084, 0.183206
[Ard], 74701988, 0, 1637007604, 225, -0.979980, 0.046387, -0.034668, 1.213740, 1.572519, 0.328244
[Ard], 74711997, 0, 1637047124, 226, -0.982666, 0.052490, -0.031006, 1.465649, 1.496183, 0.022901
[Ard], 74727012, 0, 1637086644, 225, -0.984863, 0.049805, -0.024658, 1.366412, 1.511450, 0.206107
[Ard], 74733300, 0, 1637126172, 226, -0.980469, 0.047607, -0.037842, 1.465649, 1.458015, 0.236641
[Ard], 74740581, 0, 1637165684, 226, -0.987305, 0.048340, -0.031250, 1.541985, 1.709924, 0.099237
[Ard], 74745658, 0, 1637205204, 226, -0.984863, 0.047852, -0.026123, 1.297710, 1.671756, 0.267176
[Ard], 74755175, 0, 1637244724, 226, -0.983643, 0.046631, -0.039062, 1.351145, 1.633588, 0.129771
[Ard], 74767705, 0, 1637284244, 225, -0.982666, 0.046631, -0.031494, 1.381679, 1.595420, 0.213740
[Ard], 74774291, 0, 1637323764, 226, -0.979248, 0.046631, -0.031738, 1.419847, 1.564885, 0.114504
[Ard], 74780433, 0, 1637363284, 226, -0.976318, 0.047607, -0.034180, 1.328244, 1.648855, 0.259542
[Ard], 74787823, 0, 1637402804, 226, -0.977051, 0.049805, -0.030273, 1.381679, 1.511450, 0.030534
[Ard], 74796197, 0, 1637442324, 226, -0.985840, 0.045898, -0.033936, 1.458015, 1.595420, 0.389313
[Ard], 74804017, 0, 1637481844, 225, -0.981934, 0.048828, -0.031982, 1.549618, 1.541985, 0.053435
[Ard], 74819564, 0, 1637521364, 226, -0.982666, 0.050781, -0.019043, 1.213740, 1.618321, 0.152672
[Ard], 74825996, 0, 1637560884, 226, -0.979248, 0.054688, -0.038818, 1.282443, 1.351145, 0.114504
[Ard], 74834918, 0, 1637600404, 226, 509420871937828061184.000000, 0.000000, -0.983887, 0.045410, -0.023682, 1.557252
[Ard], 74842535, 0, 1641908084, 226, -0.981934, 0.048828, -0.027588, 1.328244, 1.595420, 0.129771
[Ard], 74856667, 0, 1641947604, 225, -0.980713, 0.056641, -0.032959, 1.221374, 1.725191, 0.229008
[Ard], 74869876, 0, 1641987124, 226, -0.980225, 0.055664, -0.032959, 1.198473, 1.465649, 0.145038
[Ard], 74874054, 0, 1642026644, 226, -0.987305, 0.041504, -0.026123, 1.274809, 1.488550, 0.175573
[Ard], 74883132, 0, 1642066164, 225, -0.987305, 0.050537, -0.042969, 1.427481, 1.725191, 0.244275
[Ard], 74896592, 0, 1642105684, 226, -0.986816, 0.048096, -0.038330, 1.213740, 1.526718, 0.160305
[Ard], 74902888, 0, 1642145204, 225, -0.988525, 0.046143, -0.032471, 1.328244, 1.404580, 0.022901
[Ard], 74908885, 0, 1642184732, 226, -0.982666, 0.047119, -0.038818, 1.244275, 1.473282, 0.129771
[Ard], 74917563, 0, 1642224244, 226, -0.984863, 0.056152, -0.027100, 1.396947, 1.702290, 0.114504
[Ard], 74928054, 0, 1642263764, 226, -0.987549, 0.055420, -0.030762, 1.396947, 1.664122, 0.114504
[Ard], 74941487, 0, 1642303284, 226, -0.985107, 0.043945, -0.039551, 1.236641, 1.595420, 0.145038
[Ard], 74950542, 0, 1642342804, 225, -0.986328, 0.050049, -0.029297, 1.297710, 1.335878, 0.290076
[Ard], 74964691, 0, 1642382324, 226, -0.975830, 0.053711, -0.037354, 1.244275, 1.671756, 0.419847
[Ard], 74974693, 0, 1642421844, 226, -0.984863, 0.052490, -0.039551, 1.412214, 1.702290, 0.152672
[Ard], 74983057, 0, 1642461364, 226, -0.987061, 0.049805, -0.035156, 1.297710, 1.488550, 0.328244
[Ard], 74991059, 0, 1642500884, 226, -0.982422, 0.050781, -0.047607, 1.320611, 1.351145, 0.091603
[Ard], 75006085, 0, 1642540404, 225, -0.983398, 0.046631, -0.030029, 1.335878, 1.519084, 0.236641
[Ard], 75016550, 0, 1642579924, 226, -0.985352, 0.050537, -0.031006, 1.229008, 1.465649, 0.358779
[Ard], 75024717, 0, 1642619444, 226, -0.983887, 0.048584, -0.032715, 1.419847, 1.374046, 0.061069
[Ard], 75035641, 0, 1642658964, 226, -0.976562, 0.043701, -0.032959, 1.374046, 1.709924, 0.160305
[Ard], 75043943, 0, 1642698484, 226, -0.987061, 0.045654, -0.034912, 1.511450, 1.992366, 0.267176
[Ard], 75050874, 0, 1642738004, 225, -0.986572, 0.047119, -0.030518, 1.442748, 1.687023, 0.251908
[Ard], 75056274, 0, 1642777524, 226, -0.981689, 0.044434, -0.026367, 1.442748, 1.480916, 0.091603
[Ard], 75064119, 0, 1642817044, 226, -0.983154, 0.054932, -0.037354, 1.473282, 1.541985, 0.129771
[Ard], 75074244, 0, 1642856564, 226, -0.976318, 0.045410, -0.032959, 1.427481, 1.267176, 0.229008
[Ard], 75087703, 0, 1642896084, 226, -0.988281, 0.048096, -0.034180, 1.412214, 1.488550, 0.190840
[Ard], 75096177, 0, 1642896084, 226, -0.988281, 0.048096, -0.034180, 1.412214, 1.488550, 0.190840
[Ard], 75102396, 0, 1645420316, 221, -0.980957, 0.052002, -0.038818, 1.312977, 1.809160, 0.236641
[Ard], 75110142, 0, 1645443708, 226, -0.983887, 0.047119, -0.034180, 1.358779, 1.641221, 0.129771
[Ard], 75122637, 0, 1645483228, 225, -0.983643, 0.044434, -0.031982, 1.427481, 1.587786, 0.152672
[Ard], 75130895, 0, 1645522748, 226, -0.983154, 0.052002, -0.035889, 1.297710, 1.717557, 0.198473
[Ard], 75139397, 0, 1645562268, 225, -0.983643, 0.052002, -0.038818, 1.374046, 1.564885, 0.206107
[Ard], 75149590, 0, 1645601788, 226, -0.982666, 0.043701, -0.040039, 1.312977, 1.557252, 0.061069
[Ard], 75163877, 0, 1645641308, 226, -0.985352, 0.048340, -0.035400, 1.229008, 1.801527, 0.198473
[Ard], 75174166, 0, 1645680828, 226, -0.977051, 0.047852, -0.033447, 1.519084, 1.404580, 0.274809
[Ard], 75181402, 0, 1645720348, 226, -0.987305, 0.045898, -0.035400, 1.496183, 1.511450, 0.045802
[Ard], 75188581, 0, 1645759868, 225, -0.983643, 0.047607, -0.033691, 1.213740, 1.534351, 0.335878
[Ard], 75195608, 0, 1645799388, 226, -0.980469, 0.053467, -0.029053, 1.404580, 1.519084, 0.053435
[Ard], 75202695, 0, 1645838908, 226, -0.991699, 0.054688, -0.031250, 1.190840, 1.442748, 0.068702
[Ard], 75217559, 0, 1645878428, 226, -0.980713, 0.045654, -0.038086, 1.374046, 1.412214, 0.244275
[Ard], 75232139, 0, 1645917948, 226, -0.987061, 0.051025, -0.045898, 1.519084, 1.221374, 0.038168
[Ard], 75241220, 0, 1645957468, 225, -0.983398, 0.055664, -0.030273, 1.282443, 1.122137, 0.015267
[Ard], 75250183, 0, 1645996988, 226, -0.984375, 0.045410, -0.028564, 1.366412, 1.122137, -0.061069
[Ard], 75261209, 0, 1646036508, 226, -0.981934, 0.047363, -0.028809, 1.236641, 1.564885, 0.221374
[Ard], 75273593, 0, 1646076028, 226, -0.983154, 0.048096, -0.037842, 1.465649, 1.671756, 0.007634
[Ard], 75281029, 0, 1646115548, 226, -0.981934, 0.052002, -0.029785, 1.305344, 1.549618, 0.206107
[Ard], 75294621, 1646127884, 1646155068, 225, -0.991455, 0.045654, -0.021729, 1.259542, 1.595420, 0.213740
[Ard], 75304086, 0, 1646194588, 226, -0.986572, 0.054932, -0.033936, 1.366412, 0.694656, -0.206107
[Ard], 75315368, 0, 1646234108, 225, -0.977539, 0.027588, -0.039307, 1.221374, 3.190840, 1.007634
[Ard], 75323614, 0, 1646273628, 226, -0.974609, 0.044189, -0.032227, 1.267176, 1.709924, 0.167939
[Ard], 75331889, 0, 1646313148, 226, -0.985596, 0.052490, -0.037354, 1.328244, 1.694656, 0.290076
[Ard], 75340797, 0, 1646352668, 225, -0.973877, 0.052979, -0.029541, 1.419847, 1.519084, 0.290076
[Ard], 75354249, 0, 1646392188, 226, -0.983887, 0.042725, -0.030518, 1.389313, 1.633588, 0.022901
[Ard], 75359353, 0, 1646431708, 225, -0.976318, 0.052002, -0.040283, 1.267176, 1.458015, 0.183206
[Ard], 75371176, 0, 1646471228, 226, -0.980469, 0.049316, -0.035645, 1.351145, 1.580153, 0.267176
[Ard], 75387150, 0, 1646510748, 226, -0.985107, 0.048828, -0.042969, 1.229008, 1.396947, 0.244275
[Ard], 75392322, 0, 1646550268, 225, -0.983154, 0.048340, -0.027588, 1.427481, 1.374046, 0.213740
[Ard], 75399417, 0, 1646589788, 226, -0.978760, 0.049072, -0.033447, 1.419847, 1.595420, 0.389313
[Ard], 75411126, 0, 1646629308, 225, -0.987793, 0.046143, -0.032471, 1.358779, 1.335878, 0.251908
[Ard], 75417970, 0, 1646668828, 226, -0.980713, 0.045410, -0.032471, 1.366412, 1.717557, 0.274809
[Ard], 75430272, 1646688480, 1646708348, 226, -0.981934, 0.054688, -0.029541, 1.358779, 1.702290, 0.335878
[Ard], 75437342, 0, 1646747868, 225, -0.987305, 0.051025, -0.042725, 1.305344, 1.679389, 0.167939
[Ard], 75445015, 0, 1646787388, 226, -0.985352, 0.049316, -0.042725, 1.374046, 1.679389, 0.015267
[Ard], 75454593, 0, 1646826908, 225, -0.982178, 0.048584, -0.024414, 1.328244, 1.396947, 0.152672
[Ard], 75462992, 0, 1646866428, 226, -0.986816, 0.047119, -0.024170, 1.358779, 1.496183, 0.198473
[Ard], 75472108, 0, 1646905948, 226, -0.977051, 0.052002, -0.028809, 1.435115, 1.374046, 0.267176
[Ard], 75480401, 0, 1646945468, 226, -0.986084, 0.051758, -0.025879, 1.213740, 1.328244, 0.190840
[Ard], 75488121, 0, 1646984988, 226, -0.980469, 0.044678, -0.032959, 1.389313, 1.641221, 0.137405
[Ard], 75496803, 1646995684, 1647024508, 225, -0.986084, 0.046143, -0.024658, 1.267176, 0.587786, 0.229008
[Ard], 75513323, 0, 1647064028, 226, -0.991211, 0.049561, -0.036621, 1.427481, 1.671756, 0.022901
[Ard], 75523218, 0, 1647103548, 226, -0.979736, 0.048828, -0.039551, 1.343511, 1.458015, 0.000000
[Ard], 75535829, 0, 1647143068, 226, -0.979980, 0.047363, -0.035156, 1.267176, 1.702290, 0.297710
[Ard], 75546628, 0, 1647182588, 226, -0.987793, 0.045654, -0.030273, 1.557252, 1.526718, 0.160305
[Ard], 75556255, 0, 1647222108, 225, -0.981689, 0.044189, -0.036865, 1.259542, 1.549618, 0.129771
[Ard], 75569087, 0, 1647261628, 226, -0.982178, 0.043701, -0.020020, 1.343511, 1.580153, 0.083969
[Ard], 75581382, 1647295692, 1647301148, 221, -0.960693, 0.062500, -0.043945, 1.541985, 1.847328, 0.641221
[Ard], 75591726, 0, 1647340668, 226, -0.978271, 0.044922, -0.031738, 1.557252, 0.916031, 0.290076
[Ard], 75601623, 0, 1647380188, 226, -0.979980, 0.054199, -0.029541, 1.221374, 1.473282, 0.007634
[Ard], 75608821, 0, 1647419708, 220, -0.984863, 0.052246, -0.032715, 1.320611, 1.656489, 0.137405
[Ard], 75615769, 0, 1647459228, 226, -0.979980, 0.042480, -0.029541, 1.572519, 1.564885, 0.106870
[Ard], 75624587, 0, 1647498748, 225, -0.989746, 0.049316, -0.035645, 1.236641, 1.374046, 0.312977
[Ard], 75630198, 0, 1647538268, 226, -0.990234, 0.045898, -0.028564, 1.358779, 2.122137, 0.068702
[Ard], 75642733, 0, 1647577788, 226, -0.977539, 0.045166, -0.040283, 1.328244, 1.167939, 0.343511
[Ard], 75655557, 1647595144, 1647617308, 220, -0.977295, 0.047363, -0.043945, 1.427481, 1.030534, 0.458015
[Ard], 75665275, 0, 1647656828, 221, -0.982666, 0.059082, -0.029785, 1.152672, 1.854962, -0.229008
[Ard], 75684097, 0, 1647696348, 220, -0.982178, 0.049072, -0.043457, 1.221374, 1.206107, -0.007634
[Ard], 75722180, 0, 1647735868, 226, -0.985352, 0.052979, -0.041748, 1.312977, 1.786260, 0.083969
[Ard], 75765307, 0, 1647775388, 221, -0.979492, 0.050293, -0.030273, 1.404580, 1.442748, 0.190840
[Ard], 75808374, 0, 1647814908, 225, -0.986572, 0.052002, -0.041748, 1.320611, 1.503817, 0.206107
[Ard], 75851762, 0, 1647854428, 226, -0.983643, 0.045166, -0.027588, 1.427481, 1.312977, 0.351145
[Ard], 75862230, 1647877132, 1647893948, 225, -0.980469, 0.045654, -0.035400, 1.206107, 0.778626, 0.053435
[Ard], 75906629, 0, 1647933468, 226, -0.985107, 0.049805, -0.034912, 1.419847, 1.022901, 0.022901
[Ard], 75954613, 0, 1647972988, 226, -0.980225, 0.043457, -0.037842, 1.183206, 1.633588, 0.160305
[Ard], 75998865, 0, 1648012508, 225, -0.993164, 0.046387, -0.028320, 1.282443, 1.175573, 0.190840
[Ard], 76045814, 0, 1648052028, 226, -0.981445, 0.053711, -0.031982, 1.465649, 1.938931, 0.229008
[Ard], 76083673, 0, 1648091548, 225, -0.981934, 0.050537, -0.030273, 1.435115, 1.519084, 0.229008
[Ard], 76129372, 0, 1648131068, 226, -0.985352, 0.045654, -0.032227, 1.297710, 1.595420, 0.267176
[Ard], 76137504, 1648162000, 1648170588, 226, -0.950439, 0.035400, -0.046143, 1.427481, 2.541985, 0.618321
[Ard], 76181652, 0, 1648210108, 226, -0.970459, 0.057129, -0.042480, 1.267176, 1.022901, 0.290076
[Ard], 76222160, 0, 1648249628, 226, -0.990234, 0.046143, -0.031982, 1.343511, 1.641221, 0.328244
[Ard], 76267673, 0, 1648289148, 225, -0.982666, 0.047119, -0.028564, 1.297710, 0.862595, 0.137405
[Ard], 76313440, 0, 1648328668, 226, -0.982422, 0.049561, -0.029541, 1.587786, 1.770992, -0.022901
[Ard], 76352391, 0, 1648368188, 226, -0.981934, 0.043945, -0.021973, 1.427481, 1.847328, 0.267176
[Ard], 76398205, 0, 1648407708, 221, -0.984131, 0.044922, -0.025635, 1.435115, 1.473282, 0.160305
[Ard], 76443707, 0, 1648447228, 222, -0.981689, 0.043213, -0.030029, 1.442748, 1.465649, 0.251908
[Ard], 76484227, 1648454696, 1648486748, 225, -0.991699, 0.042480, -0.037842, 1.282443, 1.641221, 0.213740
[Ard], 76495034, 0, 1648526268, 226, -0.990234, 0.048340, -0.036133, 1.458015, 1.877863, 0.297710
[Ard], 76544081, 0, 1648565788, 221, -0.981689, 0.047607, -0.035156, 1.312977, 1.534351, -0.053435
[Ard], 76579542, 0, 1648605308, 226, -0.983643, 0.048828, -0.029541, 1.312977, 1.610687, 0.068702
[Ard], 76618821, 0, 1648644828, 226, -0.985840, 0.057129, -0.034668, 1.305344, 1.763359, 0.511450
[Ard], 76656821, 0, 1648684348, 225, -0.973389, 0.049316, -0.029541, 1.160305, 1.450382, 0.137405
[Ard], 76697306, 0, 1648723868, 221, -0.982666, 0.045898, -0.028076, 1.320611, 1.458015, 0.167939
[Ard], 76744105, 0, 1648763388, 220, -0.968750, 0.047852, -0.041260, 1.442748, 1.274809, 0.496183
[Ard], 76793310, 0, 1648802908, 226, -0.986816, 0.047119, -0.034424, 1.381679, 1.290076, 0.351145
[Ard], 76817740, 0, 1648842428, 222, -0.985840, 0.053223, -0.036133, 1.328244, 1.465649, 0.183206
[Ard], 76858243, 0, 1648881948, 225, -0.978516, 0.046631, -0.031738, 1.503817, 1.221374, 0.038168
[Ard], 76950738, 0, 1648921468, 221, -0.984375, 0.050293, -0.024170, 1.312977, 1.908397, 0.458015
[Ard], 76969763, 0, 1648960988, 225, -0.987549, 0.049316, -0.029297, 1.335878, 1.519084, 0.175573
[Ard], 76986995, 0, 1649000508, 221, -0.979004, 0.036865, -0.032959, 1.328244, 1.427481, 0.221374
[Ard], 77022720, 0, 1649040028, 221, -0.949463, 0.049805, -0.051514, 1.152672, 1.977099, 0.641221
[Ard], 77063242, 0, 1649079548, 220, -0.986572, 0.050293, -0.036377, 1.297710, 1.374046, 0.404580
[Ard], 77108879, 0, 1649119068, 221, -0.987061, 0.046875, -0.041260, 1.404580, 1.541985, 0.099237
[Ard], 77150594, 0, 1649158588, 221, -0.978516, 0.044189, -0.024658, 1.213740, 1.954198, 0.137405
[Ard], 77196304, 0, 1649198108, 221, -0.981445, 0.050049, -0.029785, 1.496183, 1.877863, 0.343511
[Ard], 77206782, 0, 1649237628, 221, -0.984619, 0.049316, -0.026367, 1.427481, 1.396947, 0.152672
[Ard], 77248483, 1649239592, 1649277148, 225, -0.981201, 0.045654, -0.032471, 1.480916, 1.610687, 0.213740
[Ard], 77294189, 1649311776, 1649316668, 221, -0.986328, 0.052002, -0.020752, 1.236641, 2.381679, 0.106870
[Ard], 77332009, 0, 1649356188, 221, -0.983154, 0.049561, -0.034912, 1.389313, 1.496183, 0.175573
[Ard], 77377629, 0, 1649395708, 221, -0.982178, 0.044434, -0.033936, 1.419847, 1.450382, 0.244275
[Ard], 77415515, 0, 1649435228, 221, -0.980713, 0.048340, -0.031982, 1.251908, 0.832061, 0.068702
[Ard], 77461395, 0, 1649474748, 220, -0.983398, 0.049316, -0.023682, 1.427481, 1.351145, 0.404580
[Ard], 77500385, 1649475256, 1649514268, 226, -0.979736, 0.048096, -0.037842, 1.206107, 1.450382, 0.183206
[Ard], 77540926, 0, 1649553788, 225, -0.985596, 0.042725, -0.029785, 1.480916, 1.534351, 0.091603
[Ard], 77584038, 0, 1649593308, 226, -0.982666, 0.041260, -0.031494, 1.503817, 1.679389, 0.137405
[Ard], 77625671, 1649602236, 1649632828, 226, -0.975586, 0.048096, -0.034912, 1.274809, 1.259542, 0.335878
[Ard], 77670122, 0, 1649672348, 226, -0.973389, 0.058594, -0.045410, 1.389313, 2.061069, 0.068702
[Ard], 77683231, 0, 1649711868, 221, -0.970947, 0.056885, -0.037598, 1.480916, 1.167939, 0.015267
[Ard], 77723656, 0, 1649751388, 225, -0.972656, 0.041504, -0.041748, 1.274809, 1.198473, -0.213740
[Ard], 77761662, 1649761548, 1649790908, 226, -0.984131, 0.047852, -0.029785, 1.183206, 1.893130, 0.442748
[Ard], 77800955, 0, 1649830428, 221, -0.983398, 0.051025, -0.037109, 1.442748, 1.450382, 0.160305
[Ard], 77842669, 0, 1649869948, 226, -0.987793, 0.040527, -0.031738, 1.427481, 1.671756, 0.419847
[Ard], 77884554, 1649880020, 1649909468, 221, -0.964111, 0.055908, -0.036133, 1.244275, 0.351145, 0.450382
[Ard], 77935076, 0, 1649948988, 225, -0.981445, 0.054443, -0.044922, 1.229008, 1.717557, 0.221374
[Ard], 77973281, 0, 1649988508, 226, -0.977539, 0.048340, -0.035156, 1.190840, 1.206107, 0.045802
[Ard], 78013864, 0, 1650028028, 225, -0.973145, 0.050049, -0.024414, 1.267176, 0.480916, -0.007634
[Ard], 78060719, 1650057180, 1650067548, 226, -0.990234, 0.043457, -0.033691, 1.358779, 1.694656, 0.022901
[Ard], 78103906, 0, 1650107068, 226, -0.987549, 0.044189, -0.030762, 1.412214, 1.374046, 0.213740
[Ard], 78145615, 0, 1650146588, 225, -0.978271, 0.045654, -0.031982, 1.450382, 1.290076, 0.442748
[Ard], 78159909, 0, 1650186108, 226, -0.983154, 0.044434, -0.017578, 1.465649, 1.770992, 0.312977
[Ard], 78202878, 1650194848, 1650225628, 225, -0.978760, 0.052490, -0.044922, 1.427481, 1.503817, 0.167939
[Ard], 78242110, 0, 1650265148, 226, -0.984131, 0.045898, -0.033203, 1.137405, 1.229008, 0.351145
[Ard], 78286616, 0, 1650304668, 226, -0.979492, 0.046387, -0.040283, 1.503817, 1.129771, 0.396947
[Ard], 78324466, 0, 1650344188, 225, -0.989746, 0.054443, -0.028564, 1.442748, 3.503817, 0.259542
[Ard], 78366432, 1650361376, 1650383708, 226, -0.982666, 0.049805, -0.033936, 1.503817, 1.900763, 0.229008
[Ard], 78405609, 0, 1650423228, 225, -0.984619, 0.046143, -0.031250, 1.396947, 1.404580, 0.152672
[Ard], 78451147, 0, 1650462748, 226, -0.980957, 0.047363, -0.031250, 1.320611, 1.587786, 0.099237
[Ard], 78491647, 1650476152, 1650502268, 226, -0.986084, 0.059082, -0.042236, 1.396947, 0.458015, -0.068702
[Ard], 78530950, 0, 1650541788, 221, -0.962891, 0.066895, -0.047119, 1.412214, -0.770992, 0.145038
